,ScrapedName,ticker,Capitalización de mercado (intradía),Valor de empresa,P/E últimos 12 meses,Precio/beneficio anticipado,Ratio PEG (5 años previstos),Precio/ventas,Precio/valor,Valor/Ingresos de la empresa,Valor/EBITDA de empresa,Año fiscal finalizado,Trimestre más reciente,Margen de beneficios,Margen de explotación,Rentabilidad económica,Rentabilidad financiera,Ingresos,Beneficios por acción,Aumento trimestral de ingresos (interanual),Beneficio bruto,EBITDA,Ingresos netos disponibles,BPA diluido,Aumento trimestral de ganancias (interanual),Efectivo total,Efectivo total por acción,Endeudamiento total,Endeudamiento/Patrimonio total,Coeficiente de solvencia,Valor teórico contable por acción,Flujo de caja de explotación,Flujo de efectivo apalancado,Beta (5 años al mes),Cambio en 52 semanas,Cambio en 52 semanas de S&P 500,Máximo de 52 semanas,Mínimo de 52 semanas,Media móvil de 50 sesiones,Media móvil de 200 sesiones,Vol medio (3 meses),Vol medio (10 días),Acciones en circulación,Capital flotante,% de personas con información privilegiada,% de instituciones,Acciones en corto,Parcial corto,% en corto de capital flotante,% en corto de acciones en circulación,Acciones en corto (mes anterior ),Previsión de la tasa anual de dividendos,Previsión de la rentabilidad anual por dividendo,Cambio de dividendo anual de los últimos 12 meses,Rentabilidad por dividendo de los últimos 12 meses,Rentabilidad por dividendo de los últimos 5 años,Ratio de distribución de dividendos,Fecha del dividendo,Fecha de exdividendo,Último factor del split,Última fecha del split,Sector
60,"AENA, S.M.E., S.A. (AENA.MC)",AENA.MC,21760000000.0,28130000000.0,15.09,16.03,2.94,4.88,3.4,6.31,10.38,31 dic. 2019,31 dic. 2019,0.3235,0.4368,0.0817,0.2331,4460000000.0,29.72,0.0,3840000000.0,2710000000.0,1440000000.0,9.61,0.0,240600000.0,1.6,7060000000.0,110.57,0.36,42.71,2109999999.9999998,930270000.0,0.67,-0.09119999999999999,0.0,179.9,140.0,166.16,166.9,207890.0,394910.0,150000000.0,69830000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.58,0.052300000000000006,0.0,0.053,0.0,0.7211,0,09 abr. 2020,0.0,0.0,0
61,"BIOSEARCH, S.A. (BIO.MC)",BIO.MC,61660000.0,54120000.0,107.8,0.0,0.0,2.7,2.08,2.37,22.25,31 dic. 2019,31 dic. 2019,0.027700000000000002,0.04,0.0174,0.0269,22810000.0,0.36,0.0,14770000.0,2430000.0,631000.0,0.01,0.0,381000.0,0.01,4330000.0,18.23,2.92,0.52,1250000.0,-2049999.9999999998,0.0,-0.2725,0.0,1.49,0.885,1.2355,1.0521,322240.0,394610.0,57190000.0,27440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Healthcare
62,CONSTRUCCIONES Y AUXILIAR DE FE (CAF.MC),CAF.MC,1310000000.0,1770000000.0,53.12,0.0,0.0,0.5,1.79,0.68,8.6,31 dic. 2019,31 dic. 2019,0.0095,0.0479,0.0188,0.0334,2610000000.0,75.99,0.0,1240000000.0,205830000.0,24750000.0,0.72,0.0,634130000.0,18.45,1070000000.0000001,143.29,1.22,21.33,128780000.0,-9750000.0,0.36,-0.09550000000000002,0.0,44.9,36.45,40.41,40.29,48310.0,69180.0,34280000.0,24740000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0199,0.0,0.0199,0.0,1.0625,0,03 jul. 2019,0.0,0.0,Industrials
63,"MAPFRE, S.A. (MAP.MC)",MAP.MC,6210000000.0,3850000000.0,10.08,6.72,0.91,0.29,0.67,0.18,2.79,31 dic. 2019,31 dic. 2019,0.028300000000000002,0.05940000000000001,0.011399999999999999,0.099,21540000000.0,7.07,0.0,6840000000.0,1380000000.0,609240000.0,0.2,0.0,6160000000.0,2.11,2970000000.0,29.42,0.6,3.03,-36640000.0,5980000000.0,1.1,-0.2039,0.0,2.749,1.9575,2.3402,2.4464,6240000.0,8150000.0,3080000000.0,928750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0739,0.0,0.073,0.0,0.7329000000000001,0,19 dic. 2019,0.0,0.0,Financial Services
64,"MERLIN PROPERTIES SOCIMI, S.A. (MRL.MC)",MRL.MC,5510000000.0,10440000000.0,9.88,17.69,2.32,10.64,0.79,20.18,27.75,31 dic. 2019,31 dic. 2019,1.0888,0.723,0.0181,0.086,517650000.0,1.11,0.0,517650000.0,376410000.0,563640000.0,1.2,0.0,254020000.0,0.57,5590000000.0,83.39,1.42,15.0,294860000.0,344130000.0,0.0,0.0479,0.0,13.57,11.26,12.81,12.75,886000.0,1760000.0,464690000.0,444700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0438,0.0,0.042699999999999995,0.0,0.4167,0,18 oct. 2019,0.0,0.0,Real Estate
65,0,AXIA.MC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0
66,0,HIS.MC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0
67,NICOLAS CORREA (NEA.MC),NEA.MC,51620000.0,47630000.0,6.42,0.0,0.0,0.69,0.96,0.64,4.92,31 dic. 2019,31 dic. 2019,0.1079,0.1097,0.060300000000000006,0.16140000000000002,74610000.0,6.08,0.0,40560000.0,9680000.0,8050000.000000001,0.656,0.0,12950000.0,1.07,8930000.0,16.6,1.87,4.38,7630000.0,6900000.0,0.0,-0.0322,0.0,5.78,3.38,5.1666,4.4039,29500.0,47100.0,12260000.0,7530000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.032799999999999996,0.0,0.0,0.0,0.2347,0,06 jun. 2019,0.0,0.0,Industrials
68,"ADOLFO DOMINGUEZ, S.A. (ADZ.MC)",ADZ.MC,52130000.0,81280000.0,95.25,0.0,0.0,0.46,1.03,0.72,35.99,28 feb. 2019,30 nov. 2019,0.0048,0.0113,0.009000000000000001,0.0126,112680000.0,12.22,0.0,62880000.0,2260000.0,539470.0,0.06,0.0,5060000.0,0.55,33750000.0,65.92,1.68,5.47,0.0,0.0,0.95,-0.28500000000000003,0.0,8.74,5.44,6.44,6.92,4300.0,5680.0,9280000.0,2600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28 jul. 2010,0.0,0.0,0
69,"REALIA BUSINESS, S.A. (RLIA.MC)",RLIA.MC,703290000.0,1450000000.0,15.65,0.0,0.0,5.78,0.67,11.93,24.64,31 dic. 2019,31 dic. 2019,0.3685,0.48119999999999996,0.0175,0.0479,121780000.0,0.15,0.0,82960000.0,58930000.0,44880000.0,0.055,0.0,75890000.0,0.09,596290000.0,46.57,6.15,1.28,44580000.0,13430000.0,0.0,-0.1235,0.0,0.998,0.827,0.8973,0.9104,130949.99999999999,153720.0,816830000.0,233740000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19 jun. 2008,0.0,0.0,Real Estate
70,0,PAC.MC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0
71,TECNICAS REUNIDAS S.A. (TRE.MC),TRE.MC,1070000000.0000001,0.0,33.24,10.42,1.21,0.23,3.09,0.0,0.0,31 dic. 2019,31 dic. 2019,-0.0019,0.014499999999999999,0.0106,-0.0291,4710000000.0,0.0,0.0,1030000000.0,84960000.0,-9200000.0,0.6,0.0,952800000.0,0.0,582300000.0,176.45,1.03,6.45,0.0,0.0,0.0,-0.1972,0.0,27.24,19.53,22.05,22.61,144440.0,267060.0,53710000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0365,0.0,0.0,0,11 jul. 2018,0.0,0.0,Industrials
72,CODERE S.A. (CDR.MC),CDR.MC,288120000.0,1140000000.0,0.0,0.0,0.0,0.21,0.0,0.82,4.14,31 dic. 2019,31 dic. 2019,-0.0444,0.0609,0.0342,-0.9269,1390000000.0,11.94,0.0,1150000000.0,274630000.0,-61650000.0,-0.53,0.0,103100000.0,0.93,897300000.0,0.0,0.81,-0.34,251960000.0,117510000.0,0.0,-0.3497,0.0,4.01,2.33,2.6551,2.9947,18590.0,14480.0,118320000.0,40250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Consumer Cyclical
73,BANCO BILBAO VIZCAYA ARGENTARIA (BBVA.MC),BBVA.MC,28830000000.0,17059999999.999998,9.3,5.76,0.69,1.39,0.34,0.82,0.0,31 dic. 2019,31 dic. 2019,0.16920000000000002,0.4131,0.0063,0.0806,20760000000.0,3.12,0.0,20760000000.0,0.0,3090000000.0,0.465,0.0,118870000000.0,30.68,113260000000.0,0.0,0.0,12.57,-8210000000.000001,0.0,1.29,-0.20370000000000002,0.0,5.679,4.142,4.8656,4.7822,24420000.0,44140000.0,6670000000.0,3870000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.060700000000000004,0.0,0.061200000000000004,0.0,0.5532,0,07 abr. 2020,0.0,0.0,Financial Services
74,"TALGO, S.A. (TLGO.MC)",TLGO.MC,650120000.0,617650000.0,17.43,11.13,28.78,1.61,2.21,1.53,9.26,31 dic. 2019,31 dic. 2019,0.095,0.1257,0.0356,0.1241,404830000.0,3.16,0.0,252020000.0,66690000.0,38470000.0,0.3,0.0,335680000.0,2.62,285300000.0,97.8,1.99,2.37,46370000.0,28150000.0,0.0,-0.134,0.0,6.42,4.52,5.92,5.67,207640.0,423830.0,124310000.0,76000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14 jun. 2017,0.0,0.0,0
75,"VISCOFAN, S.A. (VIS.MC)",VIS.MC,2340000000.0,0.0,21.82,17.86,6.51,2.74,3.0,0.0,0.0,31 dic. 2019,31 dic. 2019,0.1233,0.1516,0.0766,0.1369,856050000.0,0.0,0.0,584390000.0,200460000.0,105580000.0,2.32,0.0,52190000.0,0.0,93910000.0,11.97,3.35,16.88,177930000.0,109250000.0,0.0,-0.1058,0.0,56.55,40.12,49.68,46.63,89330.0,189870.0,46350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.032799999999999996,0.0,0.0191,0.0,0.7041,0,17 dic. 2019,0.0,0.0,0
76,0,CPL.MC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0
77,ALMIRALL S.A. (ALM.MC),ALM.MC,2170000000.0,2490000000.0,20.73,23.04,1.14,2.54,1.68,2.92,8.6,31 dic. 2019,31 dic. 2019,0.12380000000000001,0.188,0.041600000000000005,0.0857,855340000.0,4.93,0.0,662870000.0,290200000.0,105910000.0,0.6,0.0,118980000.0,0.69,500370000.0,39.09,1.51,7.39,276150000.0,126670000.0,0.21,-0.2236,0.0,18.5,11.43,13.66,15.28,362140.0,645650.0,174560000.0,69330000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.016200000000000003,0.0,0.015600000000000001,0.0,0.33,0,15 may. 2019,0.0,0.0,Healthcare
78,0,FRS.MC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0
79,0,SAY.MC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0
80,"MONTEBALITO, S.A. (MTB.MC)",MTB.MC,44400000.0,56280000.0,0.0,0.0,0.0,4.8,0.47,6.08,-439.66,31 dic. 2018,30 sept. 2019,-0.0325,-0.0192,-0.0009,-0.0032,9260000.0,0.3,0.0,2870000.0,-128000.0,-301000.0,-0.01,0.0,4000000.0,0.13,14940000.0,15.98,11.82,2.99,0.0,0.0,0.87,0.0126,0.0,1.99,1.26,1.704,1.6663,59310.0,7660.0,31600000.0,6070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16 oct. 2017,0.0,0.0,Real Estate
81,"URBAS GRUPO FINANCIERO, S.A. (UBS.MC)",UBS.MC,234730000.0,423160000.0,0.0,0.0,0.0,39.53,0.76,71.26,384.34,31 dic. 2019,31 dic. 2019,0.18660000000000002,0.1521,0.001,0.0034999999999999996,5940000.0,0.0,0.0,3980000.0,1100000.0,1110000.0,0.0,0.0,324000.0,0.0,187940000.0,58.56,2.49,0.01,105000.0,-1230000.0,3.09,-0.15380000000000002,0.0,0.0108,0.0064,0.0073,0.0073,14150000.0,12740000.0,34520000000.0,4960000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,03 jul. 1990,0.0,0.0,Real Estate
82,"ACERINOX, S.A. (ACX.MC)",ACX.MC,2340000000.0,2830000000.0,0.0,9.19,0.49,0.49,1.24,0.59,7.88,31 dic. 2019,31 dic. 2019,-0.0125,0.0385,0.0255,-0.0337,4780000000.0,17.65,0.0,1440000000.0,359300000.0,-59550000.0,-0.22,0.0,878010000.0,3.26,1370000000.0,71.1,2.03,6.95,358720000.0,162470000.0,0.0,-0.0928,0.0,10.23,6.94,9.2,8.89,859930.0,1150000.0,270550000.0,157890000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.04730000000000001,0.0,0.057999999999999996,0.0,0.3945,0,03 jul. 2019,0.0,0.0,Basic Materials
83,INDUSTRIA DE DISE\O TEXTIL S.A. (ITX.MC),ITX.MC,88260000000.0,85980000000.0,23.7,0.0,0.0,3.21,6.32,3.12,14.18,31 ene. 2019,31 oct. 2019,0.1354,0.17559999999999998,0.1168,0.2699,27530000000.0,8.84,0.0,14350000000.0,6060000000.0,3730000000.0,1.2,0.0,7800000000.0,2.5,6810000000.0,48.62,1.34,4.49,0.0,0.0,0.87,0.0395,0.0,32.28,23.77,30.89,29.22,3130000.0,5920000.0,3110000000.0,1110000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0236,0.0,0.0236,0.0,0.5514,0,31 oct. 2019,0.0,0.0,0
84,"AZKOYEN, S.A. (AZK.MC)",AZK.MC,144860000.0,146930000.0,9.01,0.0,0.0,0.99,1.61,1.01,5.72,31 dic. 2019,31 dic. 2019,0.11019999999999999,0.1326,0.0762,0.151,145820000.0,5.98,0.0,96020000.0,25660000.0,16079999.999999998,0.66,0.0,15550000.0,0.64,17530000.0,17.5,1.79,3.69,23880000.0,17760000.0,0.0,-0.21050000000000002,0.0,8.8,5.58,6.18,6.6,10480.0,17020.0,24390000.0,10740000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0323,0.0,0.0227,0.0,0.29510000000000003,0,17 jun. 2019,0.0,0.0,Industrials
85,"LINGOTES ESPECIALES, S.A. (LGT.MC)",LGT.MC,134500000.0,147030000.0,16.2,0.0,0.0,1.21,3.18,1.32,8.89,31 dic. 2018,30 jun. 2019,0.0745,0.0984,0.073,0.1998,111610000.0,11.15,0.0,63320000.0,16530000.000000002,8310000.000000001,0.83,0.0,6310000.0,0.63,21340000.0,50.5,1.12,4.23,12380000.0,3100000.0,1.05,-0.1081,0.0,17.0,12.85,13.44,13.62,14230.0,6970.0,10000000.0,7560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.05280000000000001,0.0,0.053,0.0,0.9037000000000001,0,04 jun. 2019,0.0,0.0,0
86,"ORYZON GENOMICS, S.A. (ORY.MC)",ORY.MC,129500000.0,0.0,0.0,-11.96,0.0,12.6,1.79,0.0,0.0,31 dic. 2019,31 dic. 2019,-0.35850000000000004,-0.3741,-0.0326,-0.0694,10280000.0,0.0,0.0,9850000.0,-3700000.0,-3680000.0,-0.09,0.0,35250000.0,0.0,9480000.0,15.5,3.58,1.6,-3930000.0,-10800000.0,0.0,-0.23879999999999998,0.0,4.465,2.48,3.1214,2.866,305440.0,337280.0,45120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0
87,BANCO SANTANDER S.A. (SAN.MC),SAN.MC,54580000000.0,189450000000.0,9.1,0.0,0.0,1.33,0.55,4.63,0.0,31 dic. 2019,31 dic. 2019,0.1592,0.3457,0.0054,0.0745,40940000000.0,2.5,0.0,40940000000.0,0.0,5920000000.0,0.361,0.0,206190000000.0,12.41,331310000000.0,0.0,0.0,6.03,3390000000.0,0.0,1.44,-0.2372,0.0,4.682,3.1635,3.6784,3.6731,56280000.0,94640000.0,16620000000.000002,16430000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.061399999999999996,0.0,0.0618,0.0,0.6371,0,30 abr. 2020,0.0,0.0,0
88,TUBOS REUNIDOS S.A. (TRG.MC),TRG.MC,31550000.0,265769999.99999997,0.0,0.0,0.0,0.11,0.38,0.89,-88.35,31 dic. 2018,30 sept. 2019,-0.1503,-0.0849,-0.0304,-0.4729,300030000.0,1.72,0.0,196550000.0,-3010000.0,-44600000.0,-0.259,0.0,18720000.0,0.11,252120000.0,305.51,0.76,0.47,0.0,0.0,3.17,-0.2883,0.0,0.31,0.1702,0.1987,0.2073,575570.0,442340.0,173910000.0,127660000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18 jun. 2015,0.0,0.0,Basic Materials
89,"TUBACEX, S.A. (TUB.MC)",TUB.MC,272200000.0,560900000.0,22.39,0.0,0.0,0.43,0.95,0.88,9.81,31 dic. 2018,30 sept. 2019,0.0191,0.0366,0.0148,0.04730000000000001,637430000.0,4.92,0.0,302090000.0,57200000.0,12190000.0,0.094,0.0,153200000.0,1.18,427300000.0,144.75,1.04,2.21,0.0,0.0,1.34,-0.298,0.0,3.01,2.09,2.5499,2.711,175300.0,556130.0,129310000.0,102540000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.021400000000000002,0.0,0.0236,0.0,0.489,0,30 may. 2019,0.0,0.0,Basic Materials
90,"ENAGAS,S.A. (ENG.MC)",ENG.MC,6260000000.0,10070000000.0,13.53,13.37,7.71,5.43,1.99,8.73,11.91,31 dic. 2019,31 dic. 2019,0.3665,0.5071,0.0398,0.1379,1150000000.0,4.83,0.0,1100000000.0,845670000.0,422620000.0,1.77,0.0,1110000000.0,4.23,4980000000.0,157.09,2.97,12.06,761900000.0,687660000.0,0.31,-0.049800000000000004,0.0,27.22,18.8,24.43,22.3,1690000.0,2160000.0,261490000.0,233930000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0665,0.0,0.0677,0.0,0.8808,0,19 dic. 2019,0.0,0.0,Utilities
91,"ACS,ACTIVIDADES DE CONSTRUCCION (ACS.MC)",ACS.MC,8240000000.0,10330000000.0,8.65,9.53,6.22,0.21,1.87,0.26,4.06,31 dic. 2019,31 dic. 2019,0.0246,0.0403,0.027000000000000003,0.12380000000000001,39050000000.0,126.99,0.0,10670000000.0,2540000000.0,962000000.0,3.13,0.0,9430000000.0,30.81,10490000000.0,190.85,1.01,14.44,1720000000.0,3060000000.0,1.28,-0.3315,0.0,40.97,26.1,30.99,34.16,1110000.0,2290000.0,304370000.0,247170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0709,0.0,0.08750000000000001,0.0,0.6061,0,18 feb. 2020,0.0,0.0,Industrials
92,INTL CONSOLIDATED AIRLINES GROU (IAG.MC),IAG.MC,10640000000.0,17460000000.0,6.29,4.49,1.53,0.42,1.54,0.69,4.23,31 dic. 2019,31 dic. 2019,0.0672,0.1295,0.06480000000000001,0.2532,25510000000.0,12.85,0.0,7260000000.0,4130000000.0,1720000000.0,0.84,0.0,6640000000.0,3.35,14250000000.0,208.73,0.89,3.44,4000000000.0,272620000.0,0.85,-0.2018,0.0,8.02,4.5,7.13,6.3,3470000.0,7950000.0,1990000000.0,1480000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.06849999999999999,0.0,0.0592,0.0,0.3677,0,02 jul. 2020,0.0,0.0,0
93,"PRIM, S.A. (PRM.MC)",PRM.MC,188990000.0,191860000.0,15.74,0.0,0.0,1.29,1.76,1.31,9.8,31 dic. 2018,30 sept. 2019,0.0835,0.1121,0.0703,0.1137,146040000.0,8.43,0.0,70940000.0,19580000.0,12190000.0,0.7,0.0,10280000.0,0.59,9580000.0,8.85,3.26,6.24,0.0,0.0,0.27,-0.0263,0.0,12.5,10.55,11.66,11.31,4500.0,3040.0,17330000.0,8039999.999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0521,0.0,0.0422,0.0,0.8256,0,14 ene. 2020,0.0,0.0,0
94,0,INY.MC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0
95,"MEDIASET ESPANA COMUNICACION, S (TL5.MC)",TL5.MC,1370000000.0,1420000000.0,6.75,6.72,3.64,1.46,1.5,1.52,5.06,31 dic. 2019,31 dic. 2019,0.2255,0.2821,0.1264,0.2348,939000000.0,2.87,0.0,476230000.0,281680000.0,211710000.0,0.647,0.0,130620000.0,0.42,181240000.0,19.79,1.56,2.91,359480000.0,115010000.0,0.94,-0.3743,0.0,7.122,4.3,5.0734,5.5768,508720.0,1390000.0,313170000.0,143360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.06910000000000001,0.0,0.0717,0.0,0.4855,0,26 abr. 2019,0.0,0.0,Communication Services
